Topic,Count,Name,Representation,Representative_Docs,Representation_Clean,Name_Clean
30,36,30_coloca_chão_pé_arrocha,"['coloca', 'chão', 'pé', 'arrocha', 'arrocha arrocha', 'colchão', 'vem', 'dançar', 'deus', 'gata']","['Preocupa não Quando cê coloca o pé, Deus coloca o chão Quando cê coloca o pé, Deus coloca o chão Quando cê coloca o pé', 'Preocupa não Quando cê coloca o pé, Deus coloca o chão Quando se coloca o pé, Deus coloca o chão Quando cê coloca o pé, Deus coloca o chão Quando cê coloca o pé, Deus coloca o chão Quando cê coloca o pé, Deus coloca o chão', 'Preocupa não Quando cê coloca o pé, Deus coloca o chão Quando cê coloca o pé, Deus coloca o chão Quando cê coloca o pé, Deus coloca o chão Quando cê coloca o pé, Deus coloca o chão']","['coloca', 'chão', 'pé', 'arrocha', 'arrocha arrocha', 'colchão', 'vem', 'dançar', 'deus', 'gata']",30_coloca_chão_pé_arrocha
31,36,31_gosta mim_diga amo_tchau_chamando amor,"['gosta mim', 'diga amo', 'tchau', 'chamando amor', 'vê', 'tchau tchau', 'moral', 'mim', 'chamando', 'percebe quê']","['Eu acho que eu estou gostando de você Mas você não percebe, por quê? Vejo o tempo passando E cada vez me apaixonando mais', 'Baby, fala pra mim Que gosta de mim Baby, fala pra mim Que o tempo não mudou seu jeito de gostar', 'Baby, fala pra mim Que gosta de mim Baby, fala pra mim Que o tempo não mudou seu jeito de gostar E que ainda gosta de mim']","['gosta mim', 'diga amo', 'tchau', 'chamando amor', 'vê', 'tchau tchau', 'moral', 'mim', 'chamando', 'percebe quê']",31_gosta-mim_diga-amo_tchau_chamando-amor
32,36,32_senti_repente_primeira_dá saudade,"['senti', 'repente', 'primeira', 'dá saudade', 'carro', 'gosto beijo', 'apaixonei', 'beijo', 'corpo', 'daquela']","['E dá saudade daquela hidro borbulhando E você me chamando pra gente se amar Dá saudade do gosto, do beijo e daquele lugar', 'No calor de um momento Na loucura do meu pensamento Eu fui atrás Em busca da verdade, de um segredo Senti o amor estremecer Na hora em que eu te vi entrando Num carro importado de vidro fumê', 'No calor de um momento Na loucura do meu pensamento Eu fui atrás Em busca da verdade de um segredo Senti o amor estremecer Na hora em que eu te vi entrando Num carro importado de vidro fumê']","['senti', 'repente', 'primeira', 'dá saudade', 'carro', 'gosto beijo', 'apaixonei', 'beijo', 'corpo', 'daquela']",32_senti_repente_primeira_dá-saudade
33,34,33_vale_pego_coladinha_delícia,"['vale', 'pego', 'coladinha', 'delícia', 'cama', 'hackearam', 'negócio', 'essas', 'imaginar', 'mim']","['Me dá um negócio só de imaginar Você fazendo assim Coladinha em mim Coladinha em mim A noite toda, toda a noite só em mim', 'Aí que mora o perigo, aí que eu caio lindo Aí que eu sei das consequências, mesmo assim vou indo É que vale a pena, vale a cama, vale o risco O que é um arranhão pra quem já tá fudido? Oh, oh, oh, oh', 'Aí que mora o perigo, aí que eu caio lindo Aí que eu sei das consequências, mesmo assim vou indo É que vale a pena, vale a cama, vale o risco O que é um arranhão pra quem já tá fudido?']","['vale', 'pego', 'coladinha', 'delícia', 'cama', 'hackearam', 'negócio', 'essas', 'imaginar', 'mim']",33_vale_pego_coladinha_delícia
34,32,34_nota_hora_tranquilo_pensou,"['nota', 'hora', 'tranquilo', 'pensou', 'terminar', 'arrepender', 'cortar', 'desabou', 'liga casa', 'vão ser']","['Liga lá em casa Fala que hoje eu não vou voltar Fala que num motel eu vou pousar Que é muito tarde, a chuva desabou', 'Quando que você vai perceber que eu só tô te esperando? Só me manda a hora e o lugar que eu tô chegando Não tô no nordeste, mas o clima esquentou Já pensou? (Já pensou?)', 'Quando que você vai perceber que eu só tô te esperando? Só me manda a hora e o lugar que eu tô chegando Não tô no nordeste, mas o clima esquentou Já pensou? (E aí?)']","['nota', 'hora', 'tranquilo', 'pensou', 'terminar', 'arrepender', 'cortar', 'desabou', 'liga casa', 'vão ser']",34_nota_hora_tranquilo_pensou
35,32,35_obreiro_mala_mãe_trem,"['obreiro', 'mala', 'mãe', 'trem', 'filho', 'deu', 'velho', 'outro', 'mandou', 'louco louco']","['Alguém não suportava e começava a pular Outro não aguentava e começava a marchar Outro era mais doidinho e começava a correr E a que era criança surda começou a observar (O que que é isso) E em libras pra mamãe perguntou Minha mãe o porque que esse povo pulou E do outro lado a sua mãe lhe respondeu Filho meu isso aqui é poder de Deus', 'Eram quatro e meia, passava um pouquinho O fosco clarinho rasgava o varjão Era o trem noturno que vinha apontando E logo parando na velha estação Meu corpo tremia, meus olhos molhados O meu pai do lado e a mala no chão Beijei o seu rosto e disse na hora O mundo lá fora me espera paizão', 'Entrei no vagão, corri pra janela A mala amarela do velho catei O trem deu partida, soqueou bruscamente E ali novamente sua mão eu beijei Um pouco pra adiante vi minha casinha E a minha mãezinha de pé no portão Ela não me viu e do trem na corrida Ouvi as latidas do velho sultão']","['obreiro', 'mala', 'mãe', 'trem', 'filho', 'deu', 'velho', 'outro', 'mandou', 'louco louco']",35_obreiro_mala_mãe_trem
36,31,36_verdade_conversar_senta aqui_perguntar,"['verdade', 'conversar', 'senta aqui', 'perguntar', 'senta', 'saber', 'arrepender', 'problema ninguém', 'lembrado', 'gracinha']","['É bem melhor falar a verdade Do que depois se arrepender Tão espalhando por aí Mas eu quero ouvir de você', 'Senta aqui um pouco, sem ter pressa Conte tudo, a hora é essa Fala o que tem pra falar Não é que eu tô querendo do meu jeito Eu me ajeito no seu jeito Basta a gente conversar', 'Senta aqui um pouco, sem ter pressa Conta tudo, a hora é essa Fala o que tem pra falar Não é que eu tô querendo do meu jeito Eu me ajeito no seu jeito Basta a gente conversar']","['verdade', 'conversar', 'senta aqui', 'perguntar', 'senta', 'saber', 'arrepender', 'problema ninguém', 'lembrado', 'gracinha']",36_verdade_conversar_senta-aqui_perguntar
37,31,37_viajo_pena_são coisas_fatal,"['viajo', 'pena', 'são coisas', 'fatal', 'outra metade', 'vida vem', 'qualquer jeito', 'torna', 'gente encontra', 'bad bater']","['Viajo sempre pra fora Pra não me cansar agora Comprei um bicho que voa Pra não ficar parado Viajo compromissado Mas também viajo atoa Essa vida é complicada Agenda sempre lotada Mas é uma vida gostosa Mesmo assim a gente estressa Então arrumei depressa Uma secretária nova', 'E a outra metade é defeito Você vai saber de qualquer jeito Anjo ou animal, suave ou fatal', 'A outra metade é defeito Você vai saber de qualquer jeito Anjo ou animal, suave ou fatal']","['viajo', 'pena', 'são coisas', 'fatal', 'outra metade', 'vida vem', 'qualquer jeito', 'torna', 'gente encontra', 'bad bater']",37_viajo_pena_são-coisas_fatal
38,30,38_nem conto_tchau_conto_tchau tchau,"['nem conto', 'tchau', 'conto', 'tchau tchau', 'sogrão', 'favor casa', 'aceitar', 'chega', 'casa', 'sei dá']","['Tarde demais! Tchau, tchau, amor! Tarde demais! Tchau, tchau, já vou! Não volto atrás', 'Tchau, tchau, me cansei de você Tchau, tchau, eu quero te ver sofrer Tchau, tchau, não vou te dar mais moral Bye, bye, sai fora, tchau, tchau', 'Sogrão, eu nem te conto Nem te conto, nem te conto Sogrão, eu nem te conto Nem te conto, nem te conto Sogrão, eu nem te conto Nem te conto , nem te conto Sogrão, eu nem te conto']","['nem conto', 'tchau', 'conto', 'tchau tchau', 'sogrão', 'favor casa', 'aceitar', 'chega', 'casa', 'sei dá']",38_nem-conto_tchau_conto_tchau-tchau
39,29,39_amor_amamos_amor amor_cada,"['amor', 'amamos', 'amor amor', 'cada', 'numa', 'amo cada', 'passam anos', 'anos amo', 'falamos', 'nisso']","['Apenas do olhar sinto a melodia No seu caminhar, vou encontrando a rima As notas me vêm no teu abraçar No teu beijo doce a letra se faz Agora o resto não importa mais É que o nosso amor canção perfeita traz', 'Ah, falando nisso, terminei o livro que você pediu pra eu ler E só na página 70, entendi você Naquela parte onde diz que o amor é fogo que arde sem se ver', 'Falando nisso, terminei o livro que você pediu pra eu ler E só na página 70, entendi você Naquela parte onde diz que o amor é fogo que arde sem se ver']","['amor', 'amamos', 'amor amor', 'cada', 'numa', 'amo cada', 'passam anos', 'anos amo', 'falamos', 'nisso']",39_amor_amamos_amor-amor_cada
40,29,40_tentando_tentei_medo_bebê,"['tentando', 'tentei', 'medo', 'bebê', 'fugir', 'estão', 'bebê chamava', 'conter', 'pensando medo', 'medo errar']","['Tô evitando os lugares pra não te ver Tô rejeitando os convites pra beber, me dói Me dói falar em bebê Bebê era como eu chamava você', 'Pra que juízo se eu já perdi o meu E o meu desejo é que você perca o seu Foi tentando evitar seu olhar Foi tentando fugir de você Foi querendo a vontade ocultar Foi tentando querer me conter Foi pensando no medo de errar Foi lutando pra não me perder Enlouqueci', 'Foi tentando evitar seu olhar Foi tentando fugir de você Foi querendo a vontade ocultar Foi tentando querer me conter Foi pensando no medo de errar Foi lutando pra não me perder Enlouqueci']","['tentando', 'tentei', 'medo', 'bebê', 'fugir', 'estão', 'bebê chamava', 'conter', 'pensando medo', 'medo errar']",40_tentando_tentei_medo_bebê
41,29,41_esquecer_lembrança_vo_foto,"['esquecer', 'lembrança', 'vo', 'foto', 'vira lembrança', 'durou', 'legenda', 'vendo', 'lembrança boa', 'tiro']","['Vai que vira uma lembrança boa Vai que vira uma lembrança boa', 'E a gente nem ficou Mesmo assim eu não tiro você da cabeça E o pouco que durou Nosso encontro me faz duvidar Que um dia eu te esqueça', 'A gente nem ficou Mesmo assim eu não tiro você da cabeça O pouco que durou Nosso encontro me faz duvidar Que um dia eu te esqueça']","['esquecer', 'lembrança', 'vo', 'foto', 'vira lembrança', 'durou', 'legenda', 'vendo', 'lembrança boa', 'tiro']",41_esquecer_lembrança_vo_foto
42,29,42_tal_cuidar_aumenta_muda,"['tal', 'cuidar', 'aumenta', 'muda', 'mês', 'ano', 'cansei dessa', 'pop', 'ligeiro pegando', 'gente depois']","['Deixa falar Quanto mais o povo comenta Mais aumenta minha audiência Mais eu fico pop Quanto mais sobe o meu ibope Mais aumenta a minha sorte Tô solteiro, ligeiro, pegando as top Deixa falar', 'Cansei dessa vida de casado De bancar o otário E ver a turma toda farrear Agora vou sair da sua vida E vou cuidar da minha Sou cachorrão da pista Que late e morde fácil, sensação da baladinha', 'Cansei dessa vida de casado De bancar o otário De ver a turma toda farrear Agora vai cuidar da sua vida Eu vou cuidar da minha Sou cachorrão da pista Que late e morde fácil, sensação da baladinha']","['tal', 'cuidar', 'aumenta', 'muda', 'mês', 'ano', 'cansei dessa', 'pop', 'ligeiro pegando', 'gente depois']",42_tal_cuidar_aumenta_muda
43,28,43_média_gosto_apegar_separa,"['média', 'gosto', 'apegar', 'separa', 'gente briga', 'usa', 'usar', 'namora', 'gente ninguém', 'boa nem']","['E olha o que me aconteceu Achei alguém igual eu A gente se entende assim Porque nenhum dos dois é de pra sempre Mas eu gosto assim Ela não me ama, mas eu gosto assim A gente se pega sem se apegar A gente usa a cama só pra se usar Sem amar', 'Mas eu gosto assim Ela não me ama, mas eu gosto assim A gente se pega sem se apegar A gente usa a cama só pra se usar Sem amar', 'Mas eu gosto assim A Mari não me ama, mas eu gosto assim A gente se pega sem se apegar A gente usa a cama só pra se usar Sem amar']","['média', 'gosto', 'apegar', 'separa', 'gente briga', 'usa', 'usar', 'namora', 'gente ninguém', 'boa nem']",43_média_gosto_apegar_separa
44,28,44_sorriso_olhar_vida todo_sorriso faz,"['sorriso', 'olhar', 'vida todo', 'sorriso faz', 'faz todo', 'vida nesse', 'nesse amor', 'olhares', 'sentido', 'curva']","['Cada segundo que se passa Mais aumenta essa vontade Esse desejo, essa paixão Que me ilumina, me fascina Com seu jeito de menina tão linda', 'Por mais você na minha vida, todo tempo Por mais vida nesse amor, mais sentimento Teu olhar refletido na curva do teu sorriso Você é quem faz todo sentido Por mais você na minha vida, todo tempo Por mais vida nesse amor, mais sentimento Teu olhar refletido na curva do teu sorriso Você é quem faz todo sentido Todo sentido', 'Por mais você na minha vida, todo tempo Por mais vida nesse amor, mais sentimento Teu olhar refletido na curva do teu sorriso Você é quem faz todo sentido Por mais você na minha vida, todo tempo Por mais vida nesse amor, mais sentimento Teu olhar refletido na curva do teu sorriso Você é quem faz todo sentido']","['sorriso', 'olhar', 'vida todo', 'sorriso faz', 'faz todo', 'vida nesse', 'nesse amor', 'olhares', 'sentido', 'curva']",44_sorriso_olhar_vida-todo_sorriso-faz
45,27,45_hoje acordei_acordei_tentando_boa noite,"['hoje acordei', 'acordei', 'tentando', 'boa noite', 'hoje', 'vontade', 'parado', 'dia', 'café', 'apaguei']","['Por Deus, tô tentando de tudo Mas quando eu me vejo sozinho no bar Me bate a saudade bebo e fico louco Querendo outra vez te amar', 'Por Deus, to tentando de tudo, Mas quando eu me vejo sozinho no bar Me bate a saudade bebo e fico louco Querendo outra vez te amar', 'Hoje acordei Com uma vontade louca de falar']","['hoje acordei', 'acordei', 'tentando', 'boa noite', 'hoje', 'vontade', 'parado', 'dia', 'café', 'apaguei']",45_hoje-acordei_acordei_tentando_boa-noite
46,27,46_choro_louca louca_teve_louca,"['choro', 'louca louca', 'teve', 'louca', 'chorei', 'voz', 'choro choro', 'largou', 'terminando', 'falei']","['A briga foi feia Teve dedo na cara Teve voz alterada Teve tudo que tem em uma discussão Mas eu não, eu não tava terminando, não Você confundiu seu coração', 'Deixa eu Pra que que eu vou forçar um drama aqui se nem doeu? Foi mal aí se minha superação te ofendeu Cê me largou achando que eu ia cair no choro Mas o choro errou de olho Deixa eu', 'Deixa eu Pra que que eu vou forçar um drama aqui se nem doeu? Foi mal aí se minha superação te ofendeu Cê me largou achando que eu ia cair no choro Mas o choro errou de olho']","['choro', 'louca louca', 'teve', 'louca', 'chorei', 'voz', 'choro choro', 'largou', 'terminando', 'falei']",46_choro_louca-louca_teve_louca
47,26,47_flor_encontro_beija flor_rolando,"['flor', 'encontro', 'beija flor', 'rolando', 'encher', 'rosa', 'flores', 'beija', 'amor', 'jardim']","['Isso é amor, tá rolando amor É o encontro de metades, a rosa e o beija-flor Isso é amor, tá rolando amor É o encontro de metades Isso é amor, tá rolando amor É o encontro de metades, a rosa e o beija-flor Isso é amor, tá rolando amor É o encontro de metades', 'Oh, oh, oh é amor, é o encontro de metades A rosa e o beija-flor Oh, oh, oh é amor, é o encontro de metades A rosa e o beija-flor', 'Isso é amor, tá rolando amor É o encontro de metades, a rosa e o beija-flor Isso é amor, tá rolando amor É o encontro de metades, a rosa e o beija-flor Isso é amor, tá rolando amor É o encontro de metades, a rosa e o beija-flor Isso é amor, tá rolando amor É o encontro de metades Oh, oh, oh é amor, é o encontro de metades']","['flor', 'encontro', 'beija flor', 'rolando', 'encher', 'rosa', 'flores', 'beija', 'amor', 'jardim']",47_flor_encontro_beija-flor_rolando
48,25,48_nem lembro_cheiro_lembro_voando,"['nem lembro', 'cheiro', 'lembro', 'voando', 'sonho', 'sonhos', 'perfume', 'gosto mel', 'mel sentia', 'tempo nem']","['Você sempre fez os meus sonhos Sempre soube dos meus segredos Já faz muito tempo Eu nem me lembro quanto tempo faz', 'Seus efeitos ainda dominam em mim As lembranças só me distanciam do fim Da batalha cravada em tentar te esquecer Te vejo nos meus sonhos me devolvendo o céu Então sinto na boca o gosto do mel Que eu sentia sempre que beijava você', 'Seus efeitos ainda dominam em mim As lembranças só me distanciam do fim Da batalha travada em tentar te esquecer Te vejo nos meus sonhos me devolvendo o céu Então sinto na boca o gosto do mel Que eu sentia sempre que beijava você']","['nem lembro', 'cheiro', 'lembro', 'voando', 'sonho', 'sonhos', 'perfume', 'gosto mel', 'mel sentia', 'tempo nem']",48_nem-lembro_cheiro_lembro_voando
49,25,49_sonha comigo_sonha_gente saiu_manhã,"['sonha comigo', 'sonha', 'gente saiu', 'manhã', 'acordar', 'jantar', 'saiu', 'domingo', 'domingo manhã', 'aqui esperando']","['E às nove da manhã Quando você acordar E se perguntar como foi, como é A gente só saiu pra jantar e foi ficando É que a gente só saiu pra jantar e ficou pro café', 'E sonha comigo Sonha comigo E quando acordar Cê vai me perdoar', 'E sonha comigo Sonha comigo Sonha comigo Tô esperando você acordar']","['sonha comigo', 'sonha', 'gente saiu', 'manhã', 'acordar', 'jantar', 'saiu', 'domingo', 'domingo manhã', 'aqui esperando']",49_sonha-comigo_sonha_gente-saiu_manhã
